"CITING","CITED"
3860635,2738356
3860635,3345419
3860636,3622619
3860636,3647858
3860636,3654349
3860636,3671580
3860636,3714232
3860636,3732292
3860636,3754019
3860637,2974168
3860637,3297759
3860637,3476806
3860637,3517062
3860638,2841602
3860638,3002903
3860638,3041256
3860639,2075359
3860639,2425320
3860639,2606155
3860639,3324173
3860639,3352901
3860640,2567873
3860640,2921939
3860640,3452079
3860640,3558641
3860640,3671580
3860640,3678104
3860640,3692821
3860641,2449989
3860641,2945880
3860641,3029279
3860641,3517058
3860643,3671586
3860644,3371106
3860645,2745874
3860645,2818930
3860645,2846398
3860646,3412149
3860647,3574741
3860647,3644520
3860647,3701808
3860648,2934535
3860649,2355257
3860649,3442791
3860650,1935209
3860650,1992935
3860650,2013873
3860650,3231616
3860650,3272865
3860650,3384667
3860651,3284490
3860651,3452094
3860652,3422104
3860652,3423425
3860652,3452102
3860653,2886589
3860653,3499901
3860653,3666752
3860654,2877271
3860654,3238260
3860657,3393237
3860658,3259660
3860659,3642785
3860660,2568682
3860660,3541128
3860660,3585218
3860661,3406207
3860662,3013024
3860662,3062841
3860663,2796446
3860663,2802883
3860663,2868844
3860663,3694513
3860664,2064254
3860664,2836628
3860664,3479412
3860664,3642914
3860665,2998461
3860665,3070634
3860665,3285857
3860665,3326988
3860665,3326989
3860665,3423476
3860665,3670036
3860666,3674881
3860667,3691244
3860668,2705248
3860668,3200162
3860669,3280209
3860669,3770840
3860669,3806551
3860670,2163637
3860670,2422002
3860670,2521359
3860670,3083174
3860671,3428710
3860671,3441588
3860671,3631199
3860671,3655821
3860671,3657386
3860671,3741966
3860671,3810956
3860672,3427366
3860672,3431235
3860672,3528878
3860672,3616193
3860672,3635891
3860672,3674743
3860673,3743617
3860673,3763110
3860674,3644584
3860674,3649614
3860674,3652724
3860674,3706818
3860675,3438951
3860675,3450797
3860675,3505302
3860675,3622653
3860675,3692872
3860675,3821328
3860676,2610920
3860676,2625521
3860676,3422055
3860676,3531455
3860676,3574659
3860676,3632544
3860676,3639299
3860676,3639529
3860677,2402235
3860677,3155038
3860677,3384688
3860678,3715414
3860679,3078544
3860679,3121040
3860679,3135646
3860679,3156085
3860679,3408433
3860680,3696180
3860680,3729536
3860681,1920773
3860681,2694245
3860681,3202746
3860682,2714081
3860682,3205837
3860682,3255285
3860682,3292208
3860682,3466354
3860683,3050773
3860683,3275726
3860683,3507942
3860683,3736201
3860683,3764644
3860683,3776678
3860683,3792143
3860683,3819789
3860684,2328909
3860684,2420278
3860684,2602188
3860684,2602961
3860684,2867845
3860684,3619332
3860684,3732347
3860685,1975153
3860685,3038236
3860685,3195865
3860685,3223761
3860685,3239197
3860685,3318987
3860685,3341891
3860685,3414644
3860685,3416982
3860686,2893056
3860686,3227786
3860686,3737260
3860687,2382139
3860687,3789102
3860688,1175439
3860688,3223483
3860689,1212334
3860689,1487145
3860689,3100700
3860689,3644114
3860690,2031410
3860690,3154383
3860690,3382033
3860690,3645098
3860691,3218032
3860691,3228748
3860692,1350090
3860692,1812347
3860692,1813478
3860692,3094378
3860692,3126352
3860692,3202570
3860692,3385819
3860692,3649172
3860693,3359080
3860693,3367750
3860693,3407047
3860693,3669633
3860694,1225722
3860694,1225832
3860694,1225872
3860694,2448058
3860694,2541733
3860694,3140149
3860695,3361524
3860695,3369866
3860695,3653812
3860696,1630881
3860696,1890934
3860696,2143805
3860696,2424866
3860696,3018166
3860696,3053651
3860696,3067010
3860696,3169046
3860697,1917685
3860697,2169379
3860697,2664345
3860697,3399970
3860697,3592602
3860698,3549323
3860698,3549324
3860699,3405084
3860699,3577517
3860699,3634368
3860699,3692893
3860700,2938016
3860700,3419665
3860700,3499876
3860701,2976576
3860701,3220960
3860701,3499445
3860701,3551556
3860701,3565991
3860701,3577512
3860702,3003917
3860705,3177115
3860706,3089869
3860706,3471472
3860707,3558774
3860709,2832754
3860709,2930809
3860709,2971864
3860709,3658867
3860711,3555123
3860712,2460776
3860712,3472931
3860712,3481955
3860713,3647703
3860714,3371090
3860715,3371090
3860716,2964560
3860716,3211611
3860718,3364112
3860718,3542802
3860719,3449355
3860720,3117909
3860721,3549691
3860722,3716644
3860723,3068283
3860723,3143549
3860723,3266987
3860723,3316151
3860723,3509211
3860723,3659012
3860724,3352884
3860725,331559
3860725,3573064
3860726,2680688
3860726,3023111
3860726,3083104
3860726,3401040
3860726,3482995
3860726,3615687
3860728,3123482
3860728,3235641
3860728,3274005
3860729,2990425
3860729,3389999
3860730,2863772
3860730,2899309
3860730,3027257
3860730,3236833
3860730,3397061
3860730,3403028
3860730,3669678
3860731,3573064
3860732,1998179
3860732,2742366
3860732,3505082
3860733,3041289
3860733,3341416
3860733,3488418
3860733,3531418
3860734,3258343
3860734,3645756
3860736,2640861
3860736,3409730
3860736,3414661
3860737,3674971
3860737,3696223
3860738,3128326
3860738,3441652
3860738,3641250
3860738,3655941
3860739,2892174
3860739,3139314
3860739,3392943
3860739,3662085
3860739,3723948
3860740,3061816
3860740,3264248
3860740,3322992
3860740,3564352
3860741,3335215
3860741,3352962
3860741,3725846
3860741,3736505
3860742,2511916
3860742,2577049
3860742,3189676
3860743,3054847
3860743,3209069
3860743,3705950
3860744,1529973
3860744,1675419
3860744,1808749
3860744,3388363
3860745,2696523
3860745,3050579
3860745,3098119
3860745,3485946
3860745,3546791
3860746,2003877
3860746,2189310
3860746,3218388
3860746,3521168
3860747,2776336
3860747,2864886
3860747,3064077
3860747,3249692
3860747,3469027
3860747,3670099
3860747,3699249
3860748,2003967
3860749,3582549
3860749,3760098
3860749,3769455
3860749,3770888
3860750,2286450
3860750,3564129
3860750,3715488
3860751,3621132
3860752,3524011
3860753,3234329
3860753,3544715
3860753,3605109
3860753,3609231
3860753,3619691
3860753,3662204
3860753,3688144
3860753,3700955
3860754,3478220
3860754,3508079
3860754,3609713
3860755,1904537
3860755,2231235
3860755,2373172
3860755,2550336
3860755,2623606
3860756,3046354
3860756,3075045
3860756,3146313
3860756,3291911
3860756,3330912
3860756,3372239
3860756,3461240
3860756,3725585
3860757,3076871
3860758,3263030
3860758,3458659
3860758,3639693
3860758,3649763
3860758,3678205
3860759,3102928
3860759,3127477
3860759,3190963
3860759,3268660
3860759,3286031
3860759,3346695
3860759,3509281
3860759,3546584
3860759,3573612
3860759,3649765
3860760,3104284
3860760,3337800
3860760,3467783
3860760,3621150
3860761,3073907
3860761,3111560
3860761,3603737
3860761,3781485
3860762,2921987
3860762,3448221
3860762,3469036
3860762,3566042
3860762,3692951
3860763,3514544
3860763,3591725
3860763,3725601
3860764,2759179
3860764,3508012
3860764,3617597
3860764,3740490
3860764,3744022
3860765,3536853
3860765,3735050
3860766,3138669
3860766,3325603
3860766,3452163
3860766,3530258
3860766,3666896
3860766,3699478
3860766,3727062
3860766,3781700
3860767,2232642
3860767,2957944
3860767,2963558
3860767,2978542
3860767,2998581
3860767,3024324
3860767,3042759
3860767,3135930
3860767,3303437
3860768,3500000
3860768,3535473
3860768,3597541
3860768,3660619
3860769,2302374
3860769,2326081
3860769,2666099
3860769,3636280
3860770,2347084
3860770,2575445
3860770,3405222
3860770,3624284
3860770,3769468
3860770,3772465
3860771,3246112
3860771,3317698
3860771,3603756
3860771,3619530
3860771,3619530
3860771,3643041
3860771,3699294
3860771,3721778
3860771,3743797
3860771,3796843
3860772,1466012
3860772,1998821
3860772,3204055
3860772,3222641
3860772,3240885
3860772,3533063
3860772,3594522
3860772,3621167
3860772,3718790
3860773,930761
3860774,2938987
3860774,3213212
3860774,3229052
3860774,3258547
3860774,3499127
3860775,1859981
3860775,1956361
3860775,2521561
3860775,3017476
3860775,3061692
3860775,3621157
3860776,3382339
3860776,3433914
3860777,2909650
3860777,3476909
3860777,3596053
3860777,3620717
3860777,3661537
3860778,2066668
3860778,2938993
3860778,3542992
3860778,3591757
3860779,3705287
3860779,3739136
3860780,2427350
3860780,2660429
3860780,2847556
3860780,2946087
3860780,3487489
3860780,3571557
3860780,3696228
3860781,3171375
3860781,3362056
3860781,3366767
3860781,3391267
3860781,3510625
3860781,3698224
3860782,2892068
3860782,3342972
3860782,3400242
3860782,3660631
3860783,3056881
3860783,3118050
3860783,3140379
3860783,3178804
3860783,3330696
3860783,3398237
3860783,3445926
3860783,3453723
3860784,2987610
3860784,3404253
3860785,758057
3860785,2260136
3860785,2396119
3860786,2389014
3860786,3157390
3860786,3284610
3860786,3722812
3860787,2748251
3860787,2947846
3860788,892626
3860788,992570
3860788,1820696
3860788,2666495
3860788,3668303
3860789,1738164
3860789,3214572
3860789,3651304
3860789,3673387
3860789,3691348
3860790,2964374
3860790,3558859
3860790,3576430
3860790,3628031
3860790,3676646
3860791,2689083
3860791,3402286
3860792,3286233
3860792,3610891
3860792,3744026
3860793,2905299
3860793,3025941
3860793,3035764
3860793,3114150
3860793,3191006
3860793,3198427
3860793,3375500
3860793,3513298
3860793,3555246
3860793,3559175
3860793,3578953
3860793,3585369
3860793,3632995
3860793,3651310
3860793,3684869
3860793,3740530
3860794,3159815
3860794,3223972
3860794,3225213
3860795,2497200
3860795,3476917
3860795,3610893
3860795,3639732
3860795,3741471
3860796,2508953
3860796,2520077
3860796,2961649
3860796,3015087
3860796,3325632
3860796,3445633
3860796,3502851
3860796,3531627
3860797,3322937
3860797,3437799
3860798,2966300
3860799,3349390
3860799,3673391
3860799,3675146
3860800,3327973
3860800,3333795
3860800,3398267
3860800,3652835
3860800,3743221
3860801,3628901
3860801,3642402
3860801,3726334
3860801,3741700
3860801,3767339
3860802,3674097
3860802,3789937
3860803,2992375
3860803,3145474
3860803,3302209
3860803,3318195
3860803,3391392
3860803,3461749
3860803,3512431
3860803,3596068
3860803,3605528
3860804,3114510
3860804,3145935
3860804,3248061
3860804,3314614
3860804,3397844
3860804,3401891
3860804,3630457
3860805,3178563
3860805,3518513
3860806,3388859
3860806,3512706
3860806,3689749
3860806,3698627
3860806,3703985
3860807,3358125
3860807,3492656
3860807,3512706
3860807,3544971
3860807,3641330
3860807,3698627
3860807,3703985
3860807,3749896
3860808,3312951
3860808,3346851
3860808,3402285
3860808,3405392
3860808,3760171
3860809,3096025
3860809,3263457
3860809,3309513
3860809,3597602
3860809,3598984
3860809,3609331
3860809,3609332
3860809,3619590
3860809,3675004
3860810,3508040
3860810,3513304
3860810,3518417
3860810,3725692
3860811,235866
3860811,1964861
3860811,2307379
3860811,2438196
3860811,2848601
3860812,2129154
3860812,2789205
3860812,2848601
3860812,2877342
3860812,3172345
3860812,3386360
3860812,3404612
3860812,3484599
3860813,2403731
3860814,3120125
3860814,3317738
3860814,3417615
3860814,3435245
3860814,3731107
3860815,3189741
3860816,2978585
3860816,3122636
3860816,3435215
3860817,3402292
3860817,3636351
3860818,3588496
3860818,3790797
3860819,2814729
3860820,3405267
3860821,3011057
3860821,3509341
3860821,3582656
3860821,3684886
3860821,3700895
3860821,3710119
3860822,3491239
3860822,3591806
3860822,3622785
3860822,3659103
3860823,3271574
3860823,3479455
3860823,3491239
3860823,3549887
3860823,3573458
3860824,2874107
3860824,3207667
3860824,3681194
3860825,3152251
3860825,3362883
3860825,3479508
3860825,3578406
3860826,2371843
3860826,2566266
3860826,3327115
3860826,3569700
3860827,2251190
3860827,2576600
3860827,2712081
3860827,2929933
3860827,2943239
3860827,3311769
3860828,2902613
3860828,3268730
3860828,3518432
3860829,2504381
3860829,3118620
3860829,3636404
3860829,3659179
3860829,3688123
3860830,3394268
3860830,3448397
3860830,3603813
3860830,3654486
3860830,3662188
3860831,3500148
3860831,3634929
3860831,3665174
3860831,3721838
3860832,3475062
3860832,3629712
3860832,3641443
3860832,3666968
3860832,3676712
3860832,3744029
3860833,3504198
3860833,3588525
3860833,3721833
3860834,3165638
3860834,3593034
3860834,3746886
3860835,3394218
3860836,3223938
3860836,3423650
3860836,3570114
3860837,3815668
3860838,2702318
3860838,2922140
3860838,3253674
3860838,3271596
3860838,3510698
3860838,3548116
3860838,3663841
3860838,3761956
3860839,3456136
3860839,3699365
3860839,3706922
3860840,3407749
3860840,3588555
3860840,3616763
3860841,2708555
3860841,3211933
3860841,3354993
3860841,3416014
3860841,3501656
3860841,3501657
3860841,3501658
3860841,3525888
3860841,3751697
3860842,3739206
3860843,3230434
3860843,3299335
3860843,3586942
3860844,2891637
3860844,3027473
3860844,3686973
3860844,3722321
3860844,3744327
3860845,3702409
3860846,3336499
3860846,3499167
3860846,3532921
3860846,3559190
3860846,3562737
3860846,3631530
3860846,3646384
3860846,3716742
3860847,3354316
3860847,3400311
3860847,3404319
3860847,3419762
3860847,3510732
3860847,3528169
3860847,3676668
3860847,3696263
3860847,3739241
3860848,2601097
3860849,2777084
3860849,2862141
3860850,3467881
3860850,3548249
3860850,3594600
3860851,3287585
3860852,3215882
3860852,3227907
3860852,3548241
3860852,3614506
3860853,1646010
3860853,2919369
3860853,2924731
3860853,3148307
3860853,3453427
3860854,3763392
3860855,3167685
3860856,3518487
3860856,3618492
3860856,3668468
3860856,3676045
3860856,3699861
3860857,2879395
3860857,2901374
3860857,3714531
3860858,3588648
3860858,3662247
3860858,3671831
3860858,3700986
3860858,3805135
3860859,2496485
3860859,3102218
3860859,3200314
3860860,3466524
3860860,3506862
3860860,3715642
3860861,2733425
3860861,3108207
3860861,3250465
3860861,3387182
3860861,3436629
3860861,3502944
3860861,3678361
3860862,3004166
3860862,3373267
3860862,3391392
3860862,3412289
3860862,3439241
3860862,3463982
3860862,3668498
3860863,2894173
3860863,3064177
3860863,3222535
3860863,3302130
3860863,3313939
3860863,3464773
3860864,3221241
3860864,3518526
3860864,3541420
3860864,3541421
3860864,3551786
3860864,3621274
3860865,3010396
3860865,3246707
3860865,3246708
3860865,3309685
3860865,3380540
3860865,3441929
3860865,3448447
3860865,3517757
3860866,2425554
3860866,2586781
3860866,2731598
3860866,3289076
3860866,3628133
3860867,3469190
3860867,3718856
3860868,3262047
3860868,3358189
3860868,3437928
3860868,3452347
3860868,3581186
3860868,3582758
3860869,3656059
3860870,2378298
3860870,2514425
3860870,3389337
3860871,3462687
3860871,3654492
3860871,3761818
3860872,3213370
3860872,3328697
3860872,3403341
3860872,3495175
3860872,3537011
3860872,3729681
3860873,2463505
3860873,2531199
3860873,2704362
3860873,2831105
3860873,3135922
3860873,3333198
3860873,3534172
3860873,3665311
3860873,3701946
3860874,2999925
3860874,3270285
3860875,3248654
3860875,3624525
3860876,3059190
3860876,3096488
3860876,3130374
3860876,3449681
3860877,3628163
3860877,3735266
3860878,2927223
3860878,3173095
3860878,3176161
3860878,3373366
3860878,3421102
3860878,3701004
3860879,3718866
3860880,2866917
3860880,2939998
3860881,3209274
3860882,3223938
3860883,3314002
3860883,3323040
3860883,3521210
3860883,3648117
3860883,3715675
3860884,3790898
3860885,2163382
3860885,2670011
3860885,2959916
3860885,3115747
3860885,3572391
3860885,3602432
3860885,3617928
3860886,3388314
3860886,3521187
3860887,3577096
3860887,3702973
3860888,3492600
3860889,3768765
3860889,3784146
3860889,3808553
3860890,3696311
3860891,2411534
3860891,2758282
3860891,2923903
3860891,3001160
3860891,3686595
3860892,3727153
3860893,3513401
3860893,3582803
3860893,3700832
3860893,3716729
3860894,2853659
3860894,3221190
3860895,2555911
3860895,3018422
3860895,3030556
3860895,3337829
3860895,3412352
3860896,2392311
3860896,3163838
3860896,3670091
3860897,529152
3860897,728970
3860897,1896397
3860898,2442464
3860898,2686242
3860898,2902560
3860898,3155795
3860898,3171921
3860898,3268689
3860898,3288965
3860898,3317867
3860898,3475711
3860898,3760308
3860899,3281772
3860899,3283293
3860899,3371311
3860900,3421138
3860900,3731263
3860901,2945208
3860901,2961637
3860901,3230503
3860901,3337844
3860901,3460061
3860901,3474403
3860901,3487238
3860901,3769532
3860902,3309656
3860902,3405770
3860902,3416487
3860902,3737843
3860902,3764969
3860903,3031351
3860903,3270194
3860903,3541324
3860903,3700877
3860904,2876856
3860904,3340523
3860904,3399351
3860904,3449714
3860904,3455410
3860904,3675036
3860904,3742448
3860905,2251623
3860906,3573867
3860906,3727228
3860907,3507998
3860907,3689899
3860907,3701894
3860908,2958072
3860908,3200242
3860908,3391394
3860908,3622981
3860908,3771145
3860909,3271761
3860909,3274551
3860909,3293604
3860909,3609685
3860910,3514626
3860910,3558902
3860910,3629608
3860911,3732542
3860911,3742453
3860911,3761892
3860911,3781805
3860912,3588860
3860912,3696365
3860913,2811708
3860913,3238503
3860913,3766523
3860914,3003141
3860914,3154671
3860914,3214606
3860914,3408505
3860914,3487381
3860916,3500142
3860916,3746867
3860917,3072889
3860917,3148355
3860917,3184307
3860918,2446428
3860918,2544012
3860918,2968952
3860918,3219920
3860918,3729728
3860918,3784897
3860919,3137846
3860919,3479257
3860919,3493966
3860919,3631436
3860919,3686666
3860919,3733595
3860919,3750123
3860920,3247504
3860920,3531800
3860920,3537102
3860920,3585630
3860920,3594783
3860920,3609308
3860920,3673585
3860920,3696398
3860921,3310802
3860921,3487462
3860921,3530252
3860921,3691559
3860921,3735335
3860922,3047857
3860922,3054099
3860922,3156895
3860922,3302196
3860923,3735398
3860923,3745572
3860923,3757325
3860923,3772694
3860924,3094695
3860924,3631488
3860924,3755813
3860924,3781883
3860924,3787848
3860925,3150365
3860925,3334344
3860926,2624876
3860926,2678997
3860926,2753448
3860926,3212053
3860926,3320613
3860926,3639695
3860927,2455469
3860927,2580921
3860927,2814038
3860927,3206749
3860927,3307187
3860927,3334345
3860928,3286224
3860928,3329954
3860928,3369235
3860928,3371347
3860928,3453627
3860928,3579181
3860928,3725929
3860929,3636563
3860929,3740750
3860929,3794998
3860930,2411472
3860930,2629828
3860930,2688700
3860930,2734710
3860930,3604009
3860930,3646564
3860931,1260181
3860931,1569325
3860931,2477574
3860931,2599381
3860931,2901208
3860931,3789414
3860932,1683270
3860932,3107353
3860932,3665477
3860933,2730717
3860934,2489288
3860934,3380053
3860934,3508276
3860934,3754272
3860935,3336851
3860935,3450883
3860935,3571598
3860935,3596101
3860935,3610934
3860935,3614456
3860935,3691922
3860935,3708619
3860936,3528350
3860936,3592113
3860936,3662659
3860936,3698298
3860937,1303464
3860937,3750547
3860938,3463067
3860938,3675565
3860939,3012490
3860939,3447440
3860939,3653312
3860940,2350793
3860940,2980001
3860940,3690240
3860940,3783760
3860941,2854907
3860941,3165042
3860941,3568585
3860942,533618
3860942,3581641
3860942,3675992
3860943,3572907
3860944,3311039
3860944,3366025
3860944,3598037
3860944,3741093
3860945,3560809
3860945,3648340
3860945,3664896
3860945,3667008
3860945,3685141
3860946,3270258
3860946,3384792
3860946,3651489
3860947,3320103
3860947,3342651
3860947,3419764
3860947,3440113
3860947,3445736
3860947,3461359
3860947,3486950
3860947,3487276
3860947,3514675
3860947,3579815
3860947,3640783
3860947,3645808
3860947,3662232
3860947,3728592
3860948,3226612
3860948,3265905
3860948,3302078
3860948,3451866
3860948,3472703
3860948,3497775
3860948,3585464
3860948,3643137
3860949,3311798
3860949,3387191
3860949,3706915
3860949,3743895
3860950,3378633
3860950,3610722
3860950,3790701
3860951,2768234
3860951,2892017
3860951,3018330
3860951,3270131
3860951,3320370
3860952,2960568
3860952,3617626
3860952,3716663
3860952,3761646
3860953,3773971
3860954,2930842
3860954,3499984
3860955,3582984
3860956,3617753
3860957,3627917
3860957,3676612
3860957,3703612
3860957,3707608
3860958,3126535
3860959,2848555
3860959,3207855
3860960,3612539
3860960,3702383
3860961,3584882
3860961,3678212
3860962,2481398
3860962,2507385
3860962,2628280
3860962,3154308
3860962,3237951
3860962,3511351
3860962,3632114
3860963,2928898
3860963,3445600
3860963,3484955
3860963,3649762
3860963,3662121
3860963,3703041
3860964,3146666
3860964,3353443
3860964,3359665
3860964,3477785
3860964,3488058
3860965,3813692
3860965,3814863
3860966,2017059
3860966,2860343
3860966,2861274
3860966,3139623
3860966,3230544
3860966,3242500
3860966,3383706
3860966,3591863
3860967,1199813
3860967,1851222
3860967,2180758
3860967,2182486
3860967,2182582
3860967,3035271
3860967,3393406
3860967,3479667
3860968,2812716
3860968,2917751
3860968,3148624
3860968,3152340
3860968,3359910
3860969,3600718
3860970,736032
3860970,1247161
3860970,1397089
3860970,1986935
3860970,2645785
3860970,2852785
3860971,992173
3860971,2426025
3860971,2450607
3860971,2535967
3860971,2591467
3860971,2803832
3860971,2829377
3860972,1705343
3860972,1871579
3860972,2123782
3860972,2455128
3860972,2583999
3860972,3428966
3860972,3727243
3860972,3760428
3860973,245319
3860973,537288
3860973,611458
3860973,3308481
3860973,3454967
3860973,3593345
3860973,3601820
3860973,3713177
3860973,3747130
3860974,1757684
3860974,2745112
3860974,3005993
3860974,3289214
3860974,3570018
3860975,2705062
3860975,2741778
3860975,2767423
3860975,2774997
3860975,2850089
3860975,2929074
3860975,3021576
3860975,3461466
3860976,1562276
3860976,2627302
3860976,2803839
3860976,2950488
3860976,3161897
3860976,3768761
3860977,2122620
3860977,2405849
3860977,3238538
3860977,3392409
3860977,3551921
3860978,2843363
3860978,2912199
3860978,3310813
3860978,3313314
3860978,3470900
3860978,3522365
3860978,3604687
3860978,3605232
3860978,3669491
3860978,3730228
3860979,994793
3860979,1525475
3860979,1568611
3860979,2528441
3860979,2534524
3860979,2543438
3860979,2760204
3860979,2849725
3860980,775263
3860980,1336903
3860980,2324665
3860980,2555051
3860980,2594438
3860980,3305201
3860980,3460170
3860980,3584323
3860980,3619827
3860981,97099
3860981,529488
3860981,1326299
3860981,1529237
3860981,3733627
3860982,2126084
3860982,2757017
3860982,2850747
3860982,2984845
3860982,3137513
3860982,3193851
3860982,3308782
3860982,3744070
3860983,1201051
3860983,1310877
3860983,1815904
3860983,2422337
3860983,3103020
3860983,3111926
3860983,3257672
3860983,3293676
3860984,2399494
3860984,2531549
3860984,2577582
3860984,3339218
3860984,3458009
3860984,3473641
3860984,3669217
3860984,3679025
3860984,3712417
3860985,2359395
3860985,2994893
3860985,3134998
3860985,3206781
3860985,3232813
3860986,229156
3860986,599951
3860987,1479233
3860987,1796641
3860987,2682067
3860987,3084069
3860987,3153799
3860988,3293678
3860989,1938300
3860990,2503673
3860990,2851003
3860990,2867825
3860990,3137879
3860990,3380432
3860990,3384547
3860990,3420210
3860990,3596590
3860990,3602154
3860990,3648596
3860990,3780643
3860991,600222
3860991,1053037
3860991,2772438
3860991,3011206
3860991,3071793
3860992,1998236
3860992,2345442
3860992,2484094
3860992,2915775
3860992,3066764
3860993,137951
3860993,897846
3860993,2775317
3860993,3316582
3860994,48630
3860994,367742
3860994,1391044
3860994,1730646
3860994,1829916
3860995,3237239
3860995,3381333
3860996,3621513
3860996,3731346
3860997,215956
3860997,255620
3860997,1209369
3860997,2900696
3860997,2979794
3860997,3118200
3860997,3618173
3860998,3091827
3860998,3366996
3860998,3574246
3860999,2006813
3860999,3029486
3860999,3037596
3860999,3309955
3861000,639721
3861000,948287
3861000,1302771
3861000,1412078
3861000,1428900
3861000,2456990
3861000,2508470
3861000,3315325
3861000,3551958
3861000,3555622
3861001,2172681
3861001,2542077
3861001,3132686
3861001,3223148
3861001,3417807
3861002,703485
3861002,818904
3861002,1851013
3861002,2447996
3861002,3555623
3861003,2200895
3861003,3132390
3861003,3148428
3861003,3182516
3861003,3744098
3861004,2527408
3861004,2564101
3861004,3584350
3861005,3146279
3861005,3308052
3861005,3365390
3861005,3400072
3861005,3438887
3861005,3492218
3861005,3494854
3861005,3790472
3861006,738000
3861006,1183059
3861006,1374348
3861006,1498230
3861007,2826798
3861007,2986788
3861007,3212153
3861007,3365759
3861008,2049660
3861008,2400766
3861008,2795233
3861008,3060932
3861008,3082733
3861008,3310053
3861008,3450136
3861008,3646939
3861008,3738359
3861009,890126
3861009,1052888
3861009,1260857
3861009,1510703
3861009,1699846
3861010,3250154
3861010,3400616
3861010,3410160
3861010,3782849
3861011,2207909
3861011,2237901
3861011,3037264
3861012,228842
3861012,281597
3861012,3014266
3861012,3138338
3861012,3577619
3861012,3718956
3861013,3267562
3861013,3710850
3861013,3710851
3861013,3789916
3861014,3574915
3861015,1206203
3861015,1260206
3861015,1505220
3861015,1837701
3861015,2382428
3861015,2461198
3861015,2961479
3861015,3154276
3861015,3363864
3861015,3409971
3861015,3531090
3861016,3690206
3861016,3798998
3861017,3328872
3861017,3368322
3861017,3393438
3861017,3636611
3861018,3363309
3861018,3455006
3861018,3710483
3861019,3393439
3861019,3606661
3861020,2307884
3861020,2939208
3861020,3180015
3861020,3553817
3861021,646459
3861021,707634
3861022,2379645
3861022,2993110
3861022,3369826
3861022,3442417
3861022,3579802
3861022,3702024
3861023,3377513
3861023,3508325
3861023,3641661
3861023,3771217
3861024,3244555
3861024,3551220
3861024,3678573
3861025,2353211
3861025,2474883
3861025,2640100
3861025,2872723
3861025,2877406
3861025,2877408
3861025,2924773
3861025,2999981
3861025,3617874
3861026,3027475
3861026,3163369
3861026,3176172
3861026,3194993
3861026,3688137
3861026,3768152
3861027,3368054
3861027,3568309
3861027,3593052
3861027,3781981
3861028,3500090
3861028,3553509
3861028,3598647
3861028,3728786
3861029,2282832
3861029,2905919
3861029,3155631
3861029,3277419
3861029,3308528
3861029,3435401
3861029,3591526
3861029,3629154
3861031,2237006
3861031,3026255
3861031,3406106
3861031,3440372
3861031,3488262
3861031,3496075
3861031,3550057
3861032,3230607
3861032,3530419
3861032,3555479
3861032,3715699
3861033,2717849
3861033,2885204
3861033,2901310
3861033,3539708
3861033,3686741
3861033,3781985
3861034,715034
3861034,1550178
3861034,1808480
3861034,2662281
3861034,3331129
3861035,2248642
3861035,2539124
3861035,2716813
3861035,2863214
3861035,3024530
3861035,3036798
3861035,3142219
3861035,3284895
3861035,3393605
3861036,206707
3861036,557188
3861036,559961
3861036,687820
3861036,1326373
3861036,1452930
3861036,1644119
3861036,2331604
3861036,2506073
3861036,3152627
3861036,3237299
3861037,2329387
3861037,2680292
3861037,3025600
3861037,3728927
3861038,25508
3861038,708683
3861038,1814821
3861039,3153852
3861039,3189998
3861039,3303563
3861040,2151265
3861040,2319980
3861040,2715267
3861040,3262206
3861040,3514856
3861040,3786563
3861041,2771675
3861042,3052081
3861042,3593421
3861043,2472103
3861043,3590485
3861043,3675328
3861043,3675329
3861044,3419891
3861044,3559288
3861046,659424
3861046,2758379
3861046,3250009
3861047,785739
3861047,1643570
3861047,2500558
3861048,595865
3861048,1563468
3861048,1595417
3861048,2600498
3861048,2916828
3861048,3479744
3861049,250835
3861049,2334385
3861050,2339723
3861050,2874504
3861051,2534946
3861051,3521362
3861051,3524440
3861051,3526037
3861051,3715807
3861052,2476428
3861052,2511525
3861052,2600363
3861052,2789362
3861052,3172212
3861052,3204233
3861052,3233235
3861052,3241245
3861052,3324564
3861053,89515
3861053,1755496
3861053,3645766
3861054,3598374
3861055,3593430
3861055,3717937
3861055,3720004
3861055,3751218
3861055,3799735
3861055,3811822
3861056,3651579
3861056,3733712
3861057,978234
3861057,995084
3861057,1310511
3861057,2236056
3861057,2252585
3861057,2306607
3861057,3175300
3861057,3217425
3861057,3319353
3861057,3368933
3861058,1375080
3861058,2490176
3861058,2797908
3861058,3304619
3861058,3409025
3861058,3539164
3861059,1281881
3861059,1380322
3861059,1673849
3861059,2118078
3861059,3015390
3861060,931881
3861060,1946638
3861060,3319350
3861061,2194607
3861061,3151846
3861061,3320681
3861062,1507002
3861062,2696192
3861062,3021609
3861062,3199222
3861062,3230637
3861062,3279091
3861062,3447247
3861062,3448907
3861062,3585729
3861062,3622058
3861062,3629953
3861062,3650043
3861063,2965975
3861063,3546791
3861064,2627674
3861064,2672696
3861064,3107437
3861064,3686776
3861065,3529365
3861066,639623
3861066,1006393
3861066,2543714
3861066,2950537
3861066,3699660
3861067,3710484
3861067,3713231
3861067,3718995
3861067,3793747
3861068,3020335
3861068,3459878
3861069,769524
3861069,825550
3861069,879185
3861069,2505227
3861069,2664658
